OutletPressure,Flow,OutletPressure,Flow,OutletPressure,Flow,OutletPressure,Flow,OutletPressure,Flow,OutletPressure,Flow,OutletPressure,Flow,OutletPressure,Flow,OutletPressure,Flow,OutletPressure,Flow
20psia,20psia,40psia,40psia,60psia,60psia,80psia,80psia,100psia,100psia,120psia,120psia,140psia,140psia,160psia,160psia,180psia,180psia,200psia,200psia
,,,,41.595713392531934,27.43470012044176,41.595713392531934,38.91836593299462,41.595713392531934,48.66965914240964,41.595713392531934,58.18877870398144,41.595713392531934,67.52930315182769,41.595713392531934,77.28059636124271,41.595713392531934,87.03188957065774,62.84223422468851,96.55026398437955
,,,,43.24273051130376,26.834964267816005,43.57213393505813,38.898775755647875,43.57213393505813,48.66792847643545,43.57213393505813,58.09775048114447,43.57213393505813,67.52757248585351,43.57213393505813,77.27886569526854,43.57213393505813,87.03015890468355,67.45388215724962,96.54622576377311
,,,,46.53676474884742,24.983620397466254,46.53676474884742,38.77116317707869,46.53676474884742,48.665332477474166,46.53676474884742,58.09515448218319,46.53676474884742,67.52497648689223,46.53676474884742,77.27626969630725,46.53676474884742,87.02756290572226,71.4478986702713,96.5427283762836
,,,,48.183781867619246,23.830239692291286,47.854378443864874,38.698571354272346,48.51318529137362,48.66360181149997,48.51318529137362,58.093423816209,48.51318529137362,67.52324582091802,48.51318529137362,77.27453903033305,48.51318529137362,87.02583223974807,74.57723119593777,96.5399881551578
,,,,49.171992138882345,23.159642682833393,51.4778161051629,37.641687295672256,51.4778161051629,48.66100581253869,51.4778161051629,58.18012537411049,51.4778161051629,67.52064982195674,51.4778161051629,77.27194303137176,51.4778161051629,87.02323624078679,77.99479171738932,96.53699554524408
,,,,51.313114393285716,21.207509152811667,53.454236647689086,37.19346884538419,53.454236647689086,48.6592751465645,53.454236647689086,58.08909715127352,53.454236647689086,67.51891915598256,53.454236647689086,77.27021236539758,53.454236647689086,87.0215055748126,82.60643964995043,96.53295732463764
,,,,52.96013151205754,19.362965357518846,54.60714863082937,36.87098808552659,55.59535890209247,48.657400258425795,55.59535890209247,58.08722226313482,55.59535890209247,67.51704426784384,55.59535890209247,77.26833747725887,55.59535890209247,87.01963068667388,86.60045616297211,96.52945993714813
,,,,54.442446918952186,17.475702957096402,57.40707773274147,35.529072955788195,57.40707773274147,48.54865674638077,57.40707773274147,58.085635819325134,57.40707773274147,67.51545782403417,57.40707773274147,77.2667510334492,57.40707773274147,87.01804424286422,89.75919970861665,96.52669396206439
,,,,56.2541657496012,14.938065898383911,58.88939313963613,34.974130103758355,61.689322241548226,47.526914821867734,58.88939313963613,58.08433781984449,58.88939313963613,67.51415982455353,58.88939313963613,77.26545303396856,58.88939313963613,87.01674624338358,93.14734921009011,96.52372710610862
,,,,56.91297259710993,13.401571031686117,61.689322241548226,33.34646279205907,63.50104107219724,47.257435707469725,61.689322241548226,58.08188604304773,61.689322241548226,67.51170804775676,61.689322241548226,77.26300125717178,61.689322241548226,87.01429446658679,97.42959371889687,96.5199773298312
,,,,57.73648115649584,11.739915363215928,63.28143878969432,32.43423356446844,66.63037359786371,46.52245552006917,63.50104107219724,58.080299599238046,63.50104107219724,67.51012160394708,63.50104107219724,77.26141481336211,63.50104107219724,87.01270802277713,102.70004849896671,96.5153622205667
,,,,58.39528800400457,10.45345365573391,64.98335647909188,31.1825774726896,68.6067941403899,45.574170751349584,66.63037359786371,57.898964264386706,66.63037359786371,67.50738138282128,66.63037359786371,77.2586745922363,66.63037359786371,87.00996780165133,107.31169643152784,96.51132399996025
,,,,58.72469142775894,9.113701858463244,67.28918044537244,29.18029308866022,71.40672324230201,44.828763301454515,68.6067941403899,57.41502679135354,68.6067941403899,67.50565071684709,68.6067941403899,77.25694392626211,68.6067941403899,87.00823713567712,111.40571041247496,96.43119828598847
,,,,59.0540948515133,7.559635924721931,68.93619756414427,27.562565087798845,73.21844207295102,43.62344579113463,71.5714249541792,57.09095958768624,71.5714249541792,67.5030547178858,71.5714249541792,77.25434792730083,71.5714249541792,87.00564113671584,114.43504547021597,96.35774542252136
,,,,59.218796563390484,5.6306644743214775,71.24202153042482,25.042354873965365,75.35956432735439,42.78217386848584,73.54784549670538,57.005884535306805,73.54784549670538,67.50132405191161,73.54784549670538,77.25261726132663,73.54784549670538,87.00391047074166,120.2525452218779,95.3059563552689
,,,,59.19246298788694,3.363205445807097,72.3949335135651,23.567935630577978,77.1712831580034,41.51256211722476,76.51247631049466,57.033054388633104,76.51247631049466,67.49872805295033,76.51247631049466,77.25002126236535,76.51247631049466,87.00131447178038,123.28776248361454,94.87658379294285
,,,,59.19246298788694,1.5418394212887137,73.05374036107384,22.924416332507917,78.65359856489805,40.92190024244981,78.32419514114368,56.11706096254861,78.48889685302086,67.46127836423102,78.48889685302086,77.24829059639116,78.48889685302086,86.99958380580617,127.28177899663622,94.05601376015895
,,,,,,73.87724892045975,21.34312846521422,81.45352766681015,38.72272856682876,80.13591397179269,55.279649386503365,81.78293109056452,67.24407978447005,81.78293109056452,77.24540615310084,81.78293109056452,86.99669936251586,131.39932179356578,92.90046972251625
,,,,,,75.68896775110875,18.7429831166978,83.10054478558197,37.25680641263412,82.11233451431887,55.08146409543107,83.7593516330907,66.97445644790753,83.7593516330907,77.24367548712665,83.7593516330907,86.99496869654166,134.55806533921032,92.00217682003725
,,,,,,76.34777459861749,17.170769227254908,84.25345676872226,36.73787102767841,83.92405334496789,54.376212903542736,86.72398244688,66.65038924424024,86.72398244688,77.24107948816535,86.72398244688,86.99237269758038,137.9462148406838,90.78136137905773
,,,,,,77.00658144612622,15.312803155851128,85.57107046373972,35.057923181342105,83.59464992121352,53.669264697518585,88.535701277529,66.00943229329312,88.535701277529,77.2394930443557,88.535701277529,86.99078625377071,142.55786277324495,88.88205016370318
,,,,,,77.99479171738932,13.061639389922092,87.21808758251154,33.327680258833624,86.72398244688,53.22003669207891,91.66503380319547,65.23516118087294,91.66503380319547,77.02243868675922,91.66503380319547,86.9880460326449,146.8401072820517,86.915918925702
,,,,,,78.65359856489805,10.78397480126327,88.45335042159041,31.724600422481572,88.37099956565181,52.298829634747165,93.64145434572167,64.7690832192123,93.64145434572167,76.84211290705949,93.64145434572167,86.98631536667071,151.26352468675316,84.6243271688944
,,,,,,79.14770370052959,8.720768571239617,89.19450812503773,31.161376814505772,89.02980641316056,51.25347133079464,96.93548858326533,63.35529737749015,96.60608515951095,76.64306228300009,96.60608515951095,86.98371936770943,153.94580970875296,82.92277346876918
,,,,,,79.14770370052959,7.434883752415658,91.17092866756393,28.58787651088366,91.33563037944111,51.090716618138416,98.58250570203715,62.87164834878601,99.0766108376687,75.51574973406139,98.41780399015997,86.93927009660561,157.58689398203785,80.66163261953062
,,,,,,79.31240541240678,5.345176699662218,91.82973551507266,27.279983389754562,92.5826576265112,49.39041971116113,101.8765399395808,61.31498641608341,101.8765399395808,75.24540528667629,101.8765399395808,86.72907109922915,162.15736648662966,77.40005558011127
,,,,,,79.43472409152086,3.90590048862353,93.14734921009011,25.285708143261317,94.13555948135321,49.19515663585082,103.52355705835262,60.831337387379264,103.68825877022981,74.8473376903959,103.68825877022981,86.6346151962822,166.01138654455576,74.23554726851935
,,,,,,79.65006729475101,2.0843458973772755,94.13555948135321,23.414951969567696,95.78257660012504,48.51505298204857,106.48818787214192,58.989211717044824,106.48818787214192,74.00906078136356,106.48818787214192,86.47499971940694,168.1964292554597,72.32981000882242
,,,,,,,,95.94727831200223,20.49333541634529,96.60608515951095,47.067711450049046,107.80580156715938,58.63086771227759,108.46460841466812,73.29294966048715,108.62931012654529,85.58014926264048,171.9688827513133,68.6244850628289
,,,,,,,,96.2766817357566,19.18037288613347,98.22957346230034,45.39004712131758,108.79401183842246,57.34411756046653,111.4292392284574,72.55811369525112,111.75864265221178,85.25593783680868,173.85118802990962,66.87770741254477
,,,,,,,,96.93548858326533,17.304547303357126,97.75899714265124,46.905966292544434,111.2645375165802,56.00249087505716,113.40565977098358,71.27049821045298,113.57036148286078,84.91144877464596,176.65111713182176,63.606965054570445
,,,,,,,,97.75899714265124,15.187474094886781,101.80595349163343,42.99884363364359,112.74685292347486,54.929622193223224,115.87618544914132,70.64325197994582,116.37029058477289,84.25176697933915,178.62753767434793,61.39065497839944
,,,,,,,,98.25310227828278,13.31179273427496,103.17062481861582,41.4209089316749,114.06446661849232,53.749740665318484,117.68790427979035,69.33792120593962,118.34671112729906,83.51779634709021,181.42746677626002,57.67699673838574
,,,,,,,,98.74720741391432,11.40039235091804,104.34706561773854,40.89940158478532,115.87618544914132,52.56942647092016,119.0055179748078,68.90813915568218,121.64074536484272,82.74695291478004,183.07448389503185,55.296667601916255
,,,,,,,,98.91190912579151,9.533929190321516,105.33527588900164,39.3268992510134,117.35850085603597,51.13936756163511,121.64074536484272,67.28061606614742,123.56226533674318,81.85229475423293,184.22739587817216,53.420409352646374
,,,,,,,,99.0766108376687,7.471011404626893,106.48818787214192,37.73639318370438,118.84081626293063,49.60215158411475,123.28776248361454,66.54693387822749,125.42888473801791,81.17199880421134,186.20381642069833,50.49864857725943
,,,,,,,,99.0766108376687,5.702919778743947,107.80580156715938,36.98513992874095,121.47604365296554,47.12094385097187,124.7700778905092,65.31332959404057,127.24060356866694,80.65248653059757,187.686131827593,47.89879167307204
,,,,,,,,99.89232839838492,1.366095230911725,108.46460841466812,35.14503336870972,123.12306077173737,45.2978314693261,126.41709500928103,64.66894496298343,128.94252125806452,79.70444213215214,189.00374552261042,45.361587280853115
,,,,,,,,99.89232839838492,3.4676714130483504,109.12341526217683,33.44780289965894,124.27597275487766,43.72161301111514,127.89941041617566,63.16744800820817,131.52284807747367,78.648471480594,190.98016606513664,41.39504509017172
,,,,,,,,,,111.09983580470303,32.32092301721379,126.00534072958807,41.55016804662229,129.21702411119315,62.576930355597725,133.33456690812267,77.60746147490161,192.29777976015407,38.26133301810944
,,,,,,,,,,111.67629179627316,31.088111954931676,126.91120014491257,40.98680021648197,131.19344465371933,60.967843666093586,135.3109874506489,76.76990567669185,193.61539345517156,35.05261099828243
,,,,,,,,,,112.41744949972049,29.212214261073086,127.89941041617566,39.11068618937661,133.1698651962455,59.10872381737367,137.45210970505224,75.23211281051343,194.2742003026803,33.10534737001588
,,,,,,,,,,113.40565977098358,27.44325730220305,128.85468034506334,37.534640797763046,134.3227771793858,58.55406940967286,138.9344251119469,74.6235914243659,196.0859191333293,27.745907514439708
,,,,,,,,,,113.89976490661515,25.281823759630342,130.86404122996498,34.92896452923746,136.1344960100348,56.623655737627246,141.73435421385904,72.79946948756853,197.12500462590532,25.243556790375038
,,,,,,,,,,115.71148373726415,23.690740803663275,131.48990773509826,33.33177616830588,137.61681141692947,55.036433128263724,143.54607304450803,71.1905270202289,197.48185833497257,23.342060461654043
,,,,,,,,,,116.20558887289569,21.198906300698297,132.62085948998822,31.301945350853956,138.9344251119469,53.54936800475103,146.34600214642012,69.20566948107853,197.91680382070564,21.040676711954134
,,,,,,,,,,116.20558887289569,22.779473057169426,133.4992686199999,29.24733235813271,141.40495079010464,51.04687308012558,147.6636158414376,68.66873036258575,198.2525958633691,19.155467539859657
,,,,,,,,,,116.93027640515528,19.39267512340912,134.21297603813434,27.692929906007535,142.47551191730633,49.43857961252628,148.6518261127007,67.32840167665702,198.57561066821438,17.059853422866055
,,,,,,,,,,117.52320256791315,17.259730265733808,135.8050925862804,24.637559313710298,143.54607304450803,48.47322855433896,151.61645692648995,64.98620968789103,199.31037975275257,11.030585799561692
,,,,,,,,,,118.18200941542189,15.062433478251478,135.96979429815764,23.226513693113944,144.04017818013955,47.18691106902145,153.59287746901617,63.0199327709358,199.87405850650453,7.63278059915892
,,,,,,,,,,118.73101512167916,13.418877691428023,136.76036251516808,21.368432243978546,146.01659872266578,44.96167123716417,156.06340314717391,60.85676856238891,199.7917076505659,4.998574782789333
,,,,,,,,,,118.51141283917626,11.525961782156557,137.45210970505224,19.197895879122157,147.16951070580603,43.17649649589431,157.38101684219134,59.048232234170214,198.95020188425298,15.149757338192074
,,,,,,,,,,118.73101512167916,9.418347143975708,137.9462148406838,17.188268183216167,148.4322238301978,41.27156688031866,158.69863053720883,57.49687286971631,,
,,,,,,,,,,119.0055179748078,7.1856678521321555,138.44031997631538,15.178640487310176,149.14593124833226,39.467131268977695,161.16915621536657,54.80685307567906,,
,,,,,,,,,,118.95061740418207,5.489062345794281,138.9344251119469,13.186872302776763,151.12235179085843,37.03650705633605,162.32206819850683,53.0859725753504,,
,,,,,,,,,,119.17021968668497,3.16713357114277,138.9344251119469,11.472359211011494,151.94586035024435,34.91050409217942,163.5847813228986,51.33106285530421,,
,,,,,,,,,,119.17021968668497,1.5597775476128106,139.09912682382407,9.418371181003138,152.6046671977531,33.27578191293256,166.05530700105635,47.63198066871759,,
,,,,,,,,,,,,139.2638285357013,7.435821196485023,153.5599371266407,31.469348824613064,166.93371613106797,46.73823591521243,,
,,,,,,,,,,,,139.2638285357013,5.560572502366753,154.25168431652492,29.229160365403715,167.75722469045388,45.103369513801056,,
,,,,,,,,,,,,139.51547779273216,3.292870056310747,155.73399972341952,26.81682833062814,168.71249461934156,43.350514959599224,,
,,,,,,,,,,,,139.7308209959623,1.4713154650644924,155.9810522912353,24.914574036204257,169.07483838547137,42.0214500247192,,
,,,,,,,,,,,,,,156.55750828280543,23.360291769216175,171.2159606398747,38.804863089520595,,
,,,,,,,,,,,,,,157.051613418437,21.279226027819973,171.87476748738345,37.218361590979654,,
,,,,,,,,,,,,,,157.71042026594574,19.13550777445532,172.69827604676937,35.2138033041564,,
,,,,,,,,,,,,,,157.71042026594574,20.385673570534152,173.65354597565698,33.144835398660334,,
,,,,,,,,,,,,,,158.03982368970009,17.277830147380556,174.0158897417868,31.40857360448605,,
,,,,,,,,,,,,,,158.69863053720883,15.375215297545381,175.99231028431302,27.066981674981008,,
,,,,,,,,,,,,,,158.863332249086,13.205140443615448,176.35465405044283,25.341435587630272,,
,,,,,,,,,,,,,,158.863332249086,11.544205885967827,176.9805205555761,23.154883351404365,,
,,,,,,,,,,,,,,159.02803396096317,9.400920299096711,177.47462569120768,21.154185411184656,,
,,,,,,,,,,,,,,159.02803396096317,7.954299877919752,177.9687308268392,19.189206493710074,,
,,,,,,,,,,,,,,159.32705248990578,6.217728572337734,178.46283596247076,17.152789530745252,,
,,,,,,,,,,,,,,159.54239569313592,4.536279059900579,178.7922393862251,15.116516789944953,,
,,,,,,,,,,,,,,159.54239569313592,2.574807956573082,179.1216428099795,13.115963071889766,,
,,,,,,,,,,,,,,,,179.1216428099795,11.330011934634271,,
,,,,,,,,,,,,,,,,179.28634452185668,9.383180972861254,,
,,,,,,,,,,,,,,,,179.28634452185668,7.400775210507646,,
,,,,,,,,,,,,,,,,179.34124509248238,5.686214044687546,,
,,,,,,,,,,,,,,,,179.45104623373385,3.114348258929951,,
,,,,,,,,,,,,,,,,179.45104623373385,1.5069922353999914,,
